"DOCUMENTACIÓN","Tipo de interés. UEM. Mercado monetario. Euríbor. A 12 meses"
"UNIDADES","Porcentaje"
"FRECUENCIA","Diaria"
"CÓDIGO DE IDENTIFICACIÓN","D_DNBAF172"
"NÚMERO SECUENCIAL","-"
"ALIAS","-"
"CÓDIGO DE UNIDADES","Porcentaje"
"24sep09",1.242
"25sep09",1.238
"26sep09","-"
"27sep09","-"
"28sep09",1.235
"29sep09",1.236
"30sep09",1.236
"01oct09",1.237
"02oct09",1.235
"03oct09","-"
"04oct09","-"
"05oct09",1.230
"06oct09",1.229
"07oct09",1.225
"08oct09",1.229
"09oct09",1.238
"10oct09","-"
"11oct09","-"
"12oct09",1.247
"13oct09",1.247
"14oct09",1.243
"15oct09",1.247
"16oct09",1.251
"17oct09","-"
"18oct09","-"
"19oct09",1.258
"20oct09",1.254
"21oct09",1.254
"22oct09",1.253
"23oct09",1.254
"24oct09","-"
"25oct09","-"
"26oct09",1.251
"27oct09",1.246
"28oct09",1.238
"29oct09",1.235
"30oct09",1.237
"31oct09","-"
"01nov09","-"
"02nov09",1.237
"03nov09",1.236
"04nov09",1.238
"05nov09",1.237
"06nov09",1.236
"07nov09","-"
"08nov09","-"
"09nov09",1.231
"10nov09",1.229
"11nov09",1.230
"12nov09",1.226
"13nov09",1.224
"14nov09","-"
"15nov09","-"
"16nov09",1.222
"17nov09",1.223
"18nov09",1.224
"19nov09",1.224
"20nov09",1.224
"21nov09","-"
"22nov09","-"
"23nov09",1.233
"24nov09",1.231
"25nov09",1.235
"26nov09",1.236
"27nov09",1.232
"28nov09","-"
"29nov09","-"
"30nov09",1.234
"01dic09",1.236
"02dic09",1.235
"03dic09",1.241
"04dic09",1.239
"05dic09","-"
"06dic09","-"
"07dic09",1.245
"08dic09",1.242
"09dic09",1.242
"10dic09",1.243
"11dic09",1.245
"12dic09","-"
"13dic09","-"
"14dic09",1.247
"15dic09",1.248
"16dic09",1.246
"17dic09",1.242
"18dic09",1.240
"19dic09","-"
"20dic09","-"
"21dic09",1.240
"22dic09",1.241
"23dic09",1.239
"24dic09",1.241
"25dic09","-"
"26dic09","-"
"27dic09","-"
"28dic09",1.241
"29dic09",1.245
"30dic09",1.247
"31dic09",1.248
"01ene10","-"
"02ene10","-"
"03ene10","-"
"04ene10",1.251
"05ene10",1.249
"06ene10",1.246
"07ene10",1.243
"08ene10",1.242
"09ene10","-"
"10ene10","-"
"11ene10",1.239
"12ene10",1.236
"13ene10",1.236
"14ene10",1.235
"15ene10",1.228
"16ene10","-"
"17ene10","-"
"18ene10",1.225
"19ene10",1.227
"20ene10",1.226
"21ene10",1.225
"22ene10",1.222
"23ene10","-"
"24ene10","-"
"25ene10",1.222
"26ene10",1.220
"27ene10",1.220
"28ene10",1.226
"29ene10",1.225
"30ene10","-"
"31ene10","-"
"01feb10",1.226
"02feb10",1.228
"03feb10",1.228
"04feb10",1.228
"05feb10",1.222
"06feb10","-"
"07feb10","-"
"08feb10",1.222
"09feb10",1.227
"10feb10",1.227
"11feb10",1.229
"12feb10",1.228
"13feb10","-"
"14feb10","-"
"15feb10",1.224
"16feb10",1.224
"17feb10",1.225
"18feb10",1.224
"19feb10",1.227
"20feb10","-"
"21feb10","-"
"22feb10",1.228
"23feb10",1.228
"24feb10",1.226
"25feb10",1.218
"26feb10",1.215
"27feb10","-"
"28feb10","-"
"01mar10",1.216
"02mar10",1.215
"03mar10",1.214
"04mar10",1.218
"05mar10",1.216
"06mar10","-"
"07mar10","-"
"08mar10",1.218
"09mar10",1.216
"10mar10",1.216
"11mar10",1.218
"12mar10",1.221
"13mar10","-"
"14mar10","-"
"15mar10",1.219
"16mar10",1.217
"17mar10",1.215
"18mar10",1.214
"19mar10",1.214
"20mar10","-"
"21mar10","-"
"22mar10",1.214
"23mar10",1.213
"24mar10",1.212
"25mar10",1.212
"26mar10",1.214
"27mar10","-"
"28mar10","-"
"29mar10",1.213
"30mar10",1.211
"31mar10",1.212
"01abr10",1.214
"02abr10","-"
"03abr10","-"
"04abr10","-"
"05abr10","-"
"06abr10",1.222
"07abr10",1.223
"08abr10",1.221
"09abr10",1.221
"10abr10","-"
"11abr10","-"
"12abr10",1.224
"13abr10",1.226
"14abr10",1.226
"15abr10",1.225
"16abr10",1.224
"17abr10","-"
"18abr10","-"
"19abr10",1.221
"20abr10",1.222
"21abr10",1.222
"22abr10",1.223
"23abr10",1.226
"24abr10","-"
"25abr10","-"
"26abr10",1.228
"27abr10",1.228
"28abr10",1.235
"29abr10",1.236
"30abr10",1.236
"01may10","-"
"02may10","-"
"03may10",1.239
"04may10",1.240
"05may10",1.242
"06may10",1.242
"07may10",1.249
"08may10","-"
"09may10","-"
"10may10",1.245
"11may10",1.244
"12may10",1.244
"13may10",1.243
"14may10",1.242
"15may10","-"
"16may10","-"
"17may10",1.246
"18may10",1.247
"19may10",1.249
"20may10",1.253
"21may10",1.257
"22may10","-"
"23may10","-"
"24may10",1.259
"25may10",1.262
"26may10",1.258
"27may10",1.257
"28may10",1.258
"29may10","-"
"30may10","-"
"31may10",1.260
"01jun10",1.262
"02jun10",1.266
"03jun10",1.268
"04jun10",1.268
"05jun10","-"
"06jun10","-"
"07jun10",1.268
"08jun10",1.268
"09jun10",1.269
"10jun10",1.270
"11jun10",1.271
"12jun10","-"
"13jun10","-"
"14jun10",1.273
"15jun10",1.276
"16jun10",1.278
"17jun10",1.281
"18jun10",1.285
"19jun10","-"
"20jun10","-"
"21jun10",1.289
"22jun10",1.292
"23jun10",1.296
"24jun10",1.296
"25jun10",1.298
"26jun10","-"
"27jun10","-"
"28jun10",1.303
"29jun10",1.306
"30jun10",1.306
"01jul10",1.320
"02jul10",1.329
"03jul10","-"
"04jul10","-"
"05jul10",1.329
"06jul10",1.331
"07jul10",1.334
"08jul10",1.340
"09jul10",1.351
"10jul10","-"
"11jul10","-"
"12jul10",1.356
"13jul10",1.358
"14jul10",1.363
"15jul10",1.369
"16jul10",1.380
"17jul10","-"
"18jul10","-"
"19jul10",1.390
"20jul10",1.393
"21jul10",1.398
"22jul10",1.399
"23jul10",1.402
"24jul10","-"
"25jul10","-"
"26jul10",1.407
"27jul10",1.413
"28jul10",1.416
"29jul10",1.419
"30jul10",1.417
"31jul10","-"
"01ago10","-"
"02ago10",1.418
"03ago10",1.419
"04ago10",1.421
"05ago10",1.425
"06ago10",1.428
"07ago10","-"
"08ago10","-"
"09ago10",1.427
"10ago10",1.428
"11ago10",1.427
"12ago10",1.423
"13ago10",1.423
"14ago10","-"
"15ago10","-"
"16ago10",1.421
"17ago10",1.421
"18ago10",1.423
"19ago10",1.424
"20ago10",1.420
"21ago10","-"
"22ago10","-"
"23ago10",1.418
"24ago10",1.417
"25ago10",1.417
"26ago10",1.417
"27ago10",1.417
"28ago10","-"
"29ago10","-"
"30ago10",1.415
"31ago10",1.414
"01sep10",1.411
"02sep10",1.413
"03sep10",1.414
"04sep10","-"
"05sep10","-"
"06sep10",1.413
"07sep10",1.412
"08sep10",1.413
"09sep10",1.415
"10sep10",1.418
"11sep10","-"
"12sep10","-"
"13sep10",1.420
"14sep10",1.419
"15sep10",1.422
"16sep10",1.425
"17sep10",1.427
"18sep10","-"
"19sep10","-"
"20sep10",1.427
"21sep10",1.428
"22sep10",1.425
"23sep10",1.422
"24sep10",1.422
"25sep10","-"
"26sep10","-"
"27sep10",1.422
"28sep10",1.424
"29sep10",1.425
"30sep10",1.433
"01oct10",1.464
"02oct10","-"
"03oct10","-"
"04oct10",1.468
"05oct10",1.468
"06oct10",1.468
"07oct10",1.472
"08oct10",1.473
"09oct10","-"
"10oct10","-"
"11oct10",1.474
"12oct10",1.475
"13oct10",1.480
"14oct10",1.480
"15oct10",1.486
"16oct10","-"
"17oct10","-"
"18oct10",1.492
"19oct10",1.499
"20oct10",1.506
"21oct10",1.514
"22oct10",1.519
"23oct10","-"
"24oct10","-"
"25oct10",1.521
"26oct10",1.529
"27oct10",1.537
"28oct10",1.538
"29oct10",1.540
"30oct10","-"
"31oct10","-"
"01nov10",1.540
"02nov10",1.542
"03nov10",1.544
"04nov10",1.544
"05nov10",1.543
"06nov10","-"
"07nov10","-"
"08nov10",1.545
"09nov10",1.546
"10nov10",1.546
"11nov10",1.546
"12nov10",1.546
"13nov10","-"
"14nov10","-"
"15nov10",1.546
"16nov10",1.545
"17nov10",1.544
"18nov10",1.541
"19nov10",1.540
"20nov10","-"
"21nov10","-"
"22nov10",1.540
"23nov10",1.536
"24nov10",1.531
"25nov10",1.533
"26nov10",1.531
"27nov10","-"
"28nov10","-"
"29nov10",1.532
"30nov10",1.530
"01dic10",1.528
"02dic10",1.528
"03dic10",1.526
"04dic10","-"
"05dic10","-"
"06dic10",1.524
"07dic10",1.525
"08dic10",1.526
"09dic10",1.528
"10dic10",1.530
"11dic10","-"
"12dic10","-"
"13dic10",1.533
"14dic10",1.530
"15dic10",1.531
"16dic10",1.533
"17dic10",1.533
"18dic10","-"
"19dic10","-"
"20dic10",1.533
"21dic10",1.533
"22dic10",1.534
"23dic10",1.526
"24dic10",1.521
"25dic10","-"
"26dic10","-"
"27dic10",1.520
"28dic10",1.519
"29dic10",1.517
"30dic10",1.514
"31dic10",1.507
"01ene11","-"
"02ene11","-"
"03ene11",1.504
"04ene11",1.504
"05ene11",1.504
"06ene11",1.506
"07ene11",1.505
"08ene11","-"
"09ene11","-"
"10ene11",1.506
"11ene11",1.505
"12ene11",1.508
"13ene11",1.513
"14ene11",1.536
"15ene11","-"
"16ene11","-"
"17ene11",1.544
"18ene11",1.552
"19ene11",1.556
"20ene11",1.562
"21ene11",1.578
"22ene11","-"
"23ene11","-"
"24ene11",1.586
"25ene11",1.591
"26ene11",1.605
"27ene11",1.615
"28ene11",1.625
"29ene11","-"
"30ene11","-"
"31ene11",1.644
"01feb11",1.660
"02feb11",1.666
"03feb11",1.678
"04feb11",1.682
"05feb11","-"
"06feb11","-"
"07feb11",1.684
"08feb11",1.683
"09feb11",1.700
"10feb11",1.708
"11feb11",1.714
"12feb11","-"
"13feb11","-"
"14feb11",1.716
"15feb11",1.720
"16feb11",1.725
"17feb11",1.721
"18feb11",1.721
"19feb11","-"
"20feb11","-"
"21feb11",1.731
"22feb11",1.739
"23feb11",1.748
"24feb11",1.752
"25feb11",1.765
"26feb11","-"
"27feb11","-"
"28feb11",1.767
"01mar11",1.773
"02mar11",1.775
"03mar11",1.780
"04mar11",1.924
"05mar11","-"
"06mar11","-"
"07mar11",1.938
"08mar11",1.946
"09mar11",1.950
"10mar11",1.949
"11mar11",1.944
"12mar11","-"
"13mar11","-"
"14mar11",1.940
"15mar11",1.913
"16mar11",1.915
"17mar11",1.913
"18mar11",1.916
"19mar11","-"
"20mar11","-"
"21mar11",1.930
"22mar11",1.945
"23mar11",1.949
"24mar11",1.953
"25mar11",1.962
"26mar11","-"
"27mar11","-"
"28mar11",1.971
"29mar11",1.980
"30mar11",1.992
"31mar11",1.996
"01abr11",2.013
"02abr11","-"
"03abr11","-"
"04abr11",2.021
"05abr11",2.025
"06abr11",2.033
"07abr11",2.042
"08abr11",2.057
"09abr11","-"
"10abr11","-"
"11abr11",2.083
"12abr11",2.093
"13abr11",2.099
"14abr11",2.102
"15abr11",2.104
"16abr11","-"
"17abr11","-"
"18abr11",2.106
"19abr11",2.108
"20abr11",2.118
"21abr11",2.126
"22abr11","-"
"23abr11","-"
"24abr11","-"
"25abr11","-"
"26abr11",2.118
"27abr11",2.118
"28abr11",2.128
"29abr11",2.132
"30abr11","-"
"01may11","-"
"02may11",2.139
"03may11",2.143
"04may11",2.157
"05may11",2.173
"06may11",2.152
"07may11","-"
"08may11","-"
"09may11",2.151
"10may11",2.150
"11may11",2.141
"12may11",2.136
"13may11",2.141
"14may11","-"
"15may11","-"
"16may11",2.145
"17may11",2.149
"18may11",2.153
"19may11",2.157
"20may11",2.159
"21may11","-"
"22may11","-"
"23may11",2.150
"24may11",2.150
"25may11",2.144
"26may11",2.142
"27may11",2.135
"28may11","-"
"29may11","-"
"30may11",2.132
"31may11",2.138
"01jun11",2.137
"02jun11",2.137
"03jun11",2.139
"04jun11","-"
"05jun11","-"
"06jun11",2.140
"07jun11",2.141
"08jun11",2.151
"09jun11",2.157
"10jun11",2.145
"11jun11","-"
"12jun11","-"
"13jun11",2.139
"14jun11",2.137
"15jun11",2.141
"16jun11",2.140
"17jun11",2.142
"18jun11","-"
"19jun11","-"
"20jun11",2.144
"21jun11",2.146
"22jun11",2.148
"23jun11",2.147
"24jun11",2.145
"25jun11","-"
"26jun11","-"
"27jun11",2.140
"28jun11",2.143
"29jun11",2.150
"30jun11",2.162
"01jul11",2.172
"02jul11","-"
"03jul11","-"
"04jul11",2.180
"05jul11",2.187
"06jul11",2.189
"07jul11",2.195
"08jul11",2.201
"09jul11","-"
"10jul11","-"
"11jul11",2.195
"12jul11",2.178
"13jul11",2.177
"14jul11",2.176
"15jul11",2.171
"16jul11","-"
"17jul11","-"
"18jul11",2.169
"19jul11",2.169
"20jul11",2.170
"21jul11",2.177
"22jul11",2.192
"23jul11","-"
"24jul11","-"
"25jul11",2.193
"26jul11",2.194
"27jul11",2.190
"28jul11",2.183
"29jul11",2.178
"30jul11","-"
"31jul11","-"
"01ago11",2.177
"02ago11",2.175
"03ago11",2.172
"04ago11",2.173
"05ago11",2.106
"06ago11","-"
"07ago11","-"
"08ago11",2.102
"09ago11",2.086
"10ago11",2.083
"11ago11",2.063
"12ago11",2.067
"13ago11","-"
"14ago11","-"
"15ago11",2.078
"16ago11",2.080
"17ago11",2.078
"18ago11",2.073
"19ago11",2.066
"20ago11","-"
"21ago11","-"
"22ago11",2.070
"23ago11",2.075
"24ago11",2.079
"25ago11",2.085
"26ago11",2.083
"27ago11","-"
"28ago11","-"
"29ago11",2.084
"30ago11",2.085
"31ago11",2.089
"01sep11",2.089
"02sep11",2.083
"03sep11","-"
"04sep11","-"
"05sep11",2.071
"06sep11",2.066
"07sep11",2.067
"08sep11",2.067
"09sep11",2.059
"10sep11","-"
"11sep11","-"
"12sep11",2.051
"13sep11",2.052
"14sep11",2.058
"15sep11",2.066
"16sep11",2.068
"17sep11","-"
"18sep11","-"
"19sep11",2.064
"20sep11",2.065
"21sep11",2.065
"22sep11",2.060
"23sep11",2.060
"24sep11","-"
"25sep11","-"
"26sep11",2.057
"27sep11",2.064
"28sep11",2.075
"29sep11",2.081
"30sep11",2.084
"01oct11","-"
"02oct11","-"
"03oct11",2.085
"04oct11",2.083
"05oct11",2.083
"06oct11",2.082
"07oct11",2.100
"08oct11","-"
"09oct11","-"
"10oct11",2.102
"11oct11",2.106
"12oct11",2.109
"13oct11",2.111
"14oct11",2.115
"15oct11","-"
"16oct11","-"
"17oct11",2.122
"18oct11",2.117
"19oct11",2.122
"20oct11",2.123
"21oct11",2.122
"22oct11","-"
"23oct11","-"
"24oct11",2.121
"25oct11",2.124
"26oct11",2.117
"27oct11",2.119
"28oct11",2.129
"29oct11","-"
"30oct11","-"
"31oct11",2.121
"01nov11",2.111
"02nov11",2.109
"03nov11",2.105
"04nov11",2.044
"05nov11","-"
"06nov11","-"
"07nov11",2.039
"08nov11",2.040
"09nov11",2.036
"10nov11",2.033
"11nov11",2.032
"12nov11","-"
"13nov11","-"
"14nov11",2.026
"15nov11",2.022
"16nov11",2.021
"17nov11",2.024
"18nov11",2.031
"19nov11","-"
"20nov11","-"
"21nov11",2.029
"22nov11",2.030
"23nov11",2.033
"24nov11",2.038
"25nov11",2.042
"26nov11","-"
"27nov11","-"
"28nov11",2.044
"29nov11",2.042
"30nov11",2.035
"01dic11",2.030
"02dic11",2.033
"03dic11","-"
"04dic11","-"
"05dic11",2.036
"06dic11",2.040
"07dic11",2.039
"08dic11",2.034
"09dic11",2.012
"10dic11","-"
"11dic11","-"
"12dic11",2.008
"13dic11",2.008
"14dic11",2.005
"15dic11",2.001
"16dic11",2.001
"17dic11","-"
"18dic11","-"
"19dic11",2.002
"20dic11",2.000
"21dic11",1.997
"22dic11",1.995
"23dic11",1.988
"24dic11","-"
"25dic11","-"
"26dic11","-"
"27dic11",1.976
"28dic11",1.967
"29dic11",1.955
"30dic11",1.947
"31dic11","-"
"01ene12","-"
"02ene12",1.937
"03ene12",1.930
"04ene12",1.918
"05ene12",1.903
"06ene12",1.890
"07ene12","-"
"08ene12","-"
"09ene12",1.882
"10ene12",1.875
"11ene12",1.868
"12ene12",1.856
"13ene12",1.842
"14ene12","-"
"15ene12","-"
"16ene12",1.832
"17ene12",1.826
"18ene12",1.818
"19ene12",1.812
"20ene12",1.804
"21ene12","-"
"22ene12","-"
"23ene12",1.793
"24ene12",1.784
"25ene12",1.779
"26ene12",1.773
"27ene12",1.768
"28ene12","-"
"29ene12","-"
"30ene12",1.762
"31ene12",1.754
"01feb12",1.745
"02feb12",1.737
"03feb12",1.732
"04feb12","-"
"05feb12","-"
"06feb12",1.725
"07feb12",1.717
"08feb12",1.710
"09feb12",1.702
"10feb12",1.697
"11feb12","-"
"12feb12","-"
"13feb12",1.691
"14feb12",1.684
"15feb12",1.675
"16feb12",1.669
"17feb12",1.664
"18feb12","-"
"19feb12","-"
"20feb12",1.658
"21feb12",1.652
"22feb12",1.648
"23feb12",1.642
"24feb12",1.636
"25feb12","-"
"26feb12","-"
"27feb12",1.627
"28feb12",1.620
"29feb12",1.614
"01mar12",1.599
"02mar12",1.584
"03mar12","-"
"04mar12","-"
"05mar12",1.572
"06mar12",1.561
"07mar12",1.552
"08mar12",1.544
"09mar12",1.535
"10mar12","-"
"11mar12","-"
"12mar12",1.527
"13mar12",1.519
"14mar12",1.513
"15mar12",1.505
"16mar12",1.495
"17mar12","-"
"18mar12","-"
"19mar12",1.485
"20mar12",1.474
"21mar12",1.464
"22mar12",1.455
"23mar12",1.448
"24mar12","-"
"25mar12","-"
"26mar12",1.440
"27mar12",1.433
"28mar12",1.426
"29mar12",1.420
"30mar12",1.416
"31mar12","-"
"01abr12","-"
"02abr12",1.410
"03abr12",1.407
"04abr12",1.405
"05abr12",1.402
"06abr12","-"
"07abr12","-"
"08abr12","-"
"09abr12","-"
"10abr12",1.398
"11abr12",1.393
"12abr12",1.387
"13abr12",1.381
"14abr12","-"
"15abr12","-"
"16abr12",1.375
"17abr12",1.372
"18abr12",1.364
"19abr12",1.357
"20abr12",1.352
"21abr12","-"
"22abr12","-"
"23abr12",1.348
"24abr12",1.342
"25abr12",1.335
"26abr12",1.329
"27abr12",1.321
"28abr12","-"
"29abr12","-"
"30abr12",1.311
"01may12","-"
"02may12",1.303
"03may12",1.295
"04may12",1.288
"05may12","-"
"06may12","-"
"07may12",1.284
"08may12",1.281
"09may12",1.277
"10may12",1.276
"11may12",1.276
"12may12","-"
"13may12","-"
"14may12",1.276
"15may12",1.272
"16may12",1.268
"17may12",1.267
"18may12",1.265
"19may12","-"
"20may12","-"
"21may12",1.264
"22may12",1.259
"23may12",1.255
"24may12",1.250
"25may12",1.246
"26may12","-"
"27may12","-"
"28may12",1.242
"29may12",1.240
"30may12",1.237
"31may12",1.232
"01jun12",1.228
"02jun12","-"
"03jun12","-"
"04jun12",1.224
"05jun12",1.223
"06jun12",1.221
"07jun12",1.223
"08jun12",1.222
"09jun12","-"
"10jun12","-"
"11jun12",1.222
"12jun12",1.223
"13jun12",1.224
"14jun12",1.226
"15jun12",1.226
"16jun12","-"
"17jun12","-"
"18jun12",1.221
"19jun12",1.214
"20jun12",1.214
"21jun12",1.214
"22jun12",1.212
"23jun12","-"
"24jun12","-"
"25jun12",1.212
"26jun12",1.213
"27jun12",1.212
"28jun12",1.213
"29jun12",1.213
"30jun12","-"
"01jul12","-"
"02jul12",1.213
"03jul12",1.210
"04jul12",1.206
"05jul12",1.202
"06jul12",1.118
"07jul12","-"
"08jul12","-"
"09jul12",1.104
"10jul12",1.095
"11jul12",1.084
"12jul12",1.066
"13jul12",1.054
"14jul12","-"
"15jul12","-"
"16jul12",1.044
"17jul12",1.036
"18jul12",1.030
"19jul12",1.021
"20jul12",1.011
"21jul12","-"
"22jul12","-"
"23jul12",1.000
"24jul12",0.994
"25jul12",0.989
"26jul12",0.983
"27jul12",0.976
"28jul12","-"
"29jul12","-"
"30jul12",0.956
"31jul12",0.946
"01ago12",0.937
"02ago12",0.929
"03ago12",0.930
"04ago12","-"
"05ago12","-"
"06ago12",0.927
"07ago12",0.922
"08ago12",0.918
"09ago12",0.910
"10ago12",0.903
"11ago12","-"
"12ago12","-"
"13ago12",0.897
"14ago12",0.893
"15ago12",0.887
"16ago12",0.882
"17ago12",0.875
"18ago12","-"
"19ago12","-"
"20ago12",0.867
"21ago12",0.860
"22ago12",0.852
"23ago12",0.844
"24ago12",0.836
"25ago12","-"
"26ago12","-"
"27ago12",0.832
"28ago12",0.825
"29ago12",0.819
"30ago12",0.812
"31ago12",0.805
"01sep12","-"
"02sep12","-"
"03sep12",0.798
"04sep12",0.791
"05sep12",0.782
"06sep12",0.776
"07sep12",0.773
"08sep12","-"
"09sep12","-"
"10sep12",0.766
"11sep12",0.759
"12sep12",0.753
"13sep12",0.750
"14sep12",0.746
"15sep12","-"
"16sep12","-"
"17sep12",0.742
"18sep12",0.735
"19sep12",0.728
"20sep12",0.719
"21sep12",0.711
"22sep12","-"
"23sep12","-"
"24sep12",0.703
"25sep12",0.697
"26sep12",0.694
"27sep12",0.690
"28sep12",0.684
"29sep12","-"
"30sep12","-"
"01oct12",0.685
"02oct12",0.681
"03oct12",0.677
"04oct12",0.675
"05oct12",0.670
"06oct12","-"
"07oct12","-"
"08oct12",0.666
"09oct12",0.662
"10oct12",0.659
"11oct12",0.655
"12oct12",0.654
"13oct12","-"
"14oct12","-"
"15oct12",0.652
"16oct12",0.651
"17oct12",0.648
"18oct12",0.643
"19oct12",0.641
"20oct12","-"
"21oct12","-"
"22oct12",0.640
"23oct12",0.638
"24oct12",0.634
"25oct12",0.631
"26oct12",0.627
"27oct12","-"
"28oct12","-"
"29oct12",0.624
"30oct12",0.621
"31oct12",0.618
"01nov12",0.615
"02nov12",0.611
"03nov12","-"
"04nov12","-"
"05nov12",0.607
"06nov12",0.602
"07nov12",0.597
"08nov12",0.592
"09nov12",0.589
"10nov12","-"
"11nov12","-"
"12nov12",0.587
"13nov12",0.586
"14nov12",0.585
"15nov12",0.584
"16nov12",0.583
"17nov12","-"
"18nov12","-"
"19nov12",0.582
"20nov12",0.582
"21nov12",0.582
"22nov12",0.581
"23nov12",0.581
"24nov12","-"
"25nov12","-"
"26nov12",0.580
"27nov12",0.580
"28nov12",0.578
"29nov12",0.576
"30nov12",0.574
"01dic12","-"
"02dic12","-"
"03dic12",0.574
"04dic12",0.574
"05dic12",0.573
"06dic12",0.570
"07dic12",0.558
"08dic12","-"
"09dic12","-"
"10dic12",0.547
"11dic12",0.540
"12dic12",0.540
"13dic12",0.539
"14dic12",0.537
"15dic12","-"
"16dic12","-"
"17dic12",0.539
"18dic12",0.540
"19dic12",0.542
"20dic12",0.543
"21dic12",0.543
"22dic12","-"
"23dic12","-"
"24dic12",0.544
"25dic12","-"
"26dic12","-"
"27dic12",0.543
"28dic12",0.543
"29dic12","-"
"30dic12","-"
"31dic12",0.542
"01ene13","-"
"02ene13",0.543
"03ene13",0.544
"04ene13",0.549
"05ene13","-"
"06ene13","-"
"07ene13",0.550
"08ene13",0.551
"09ene13",0.551
"10ene13",0.550
"11ene13",0.559
"12ene13","-"
"13ene13","-"
"14ene13",0.566
"15ene13",0.570
"16ene13",0.570
"17ene13",0.574
"18ene13",0.587
"19ene13","-"
"20ene13","-"
"21ene13",0.587
"22ene13",0.586
"23ene13",0.586
"24ene13",0.585
"25ene13",0.590
"26ene13","-"
"27ene13","-"
"28ene13",0.609
"29ene13",0.611
"30ene13",0.619
"31ene13",0.620
"01feb13",0.622
"02feb13","-"
"03feb13","-"
"04feb13",0.621
"05feb13",0.618
"06feb13",0.616
"07feb13",0.617
"08feb13",0.609
"09feb13","-"
"10feb13","-"
"11feb13",0.606
"12feb13",0.604
"13feb13",0.602
"14feb13",0.598
"15feb13",0.593
"16feb13","-"
"17feb13","-"
"18feb13",0.589
"19feb13",0.586
"20feb13",0.585
"21feb13",0.583
"22feb13",0.581
"23feb13","-"
"24feb13","-"
"25feb13",0.571
"26feb13",0.565
"27feb13",0.560
"28feb13",0.557
"01mar13",0.549
"02mar13","-"
"03mar13","-"
"04mar13",0.544
"05mar13",0.543
"06mar13",0.540
"07mar13",0.538
"08mar13",0.541
"09mar13","-"
"10mar13","-"
"11mar13",0.542
"12mar13",0.543
"13mar13",0.542
"14mar13",0.544
"15mar13",0.543
"16mar13","-"
"17mar13","-"
"18mar13",0.543
"19mar13",0.545
"20mar13",0.551
"21mar13",0.550
"22mar13",0.553
"23mar13","-"
"24mar13","-"
"25mar13",0.549
"26mar13",0.547
"27mar13",0.545
"28mar13",0.547
"29mar13","-"
"30mar13","-"
"31mar13","-"
"01abr13","-"
"02abr13",0.544
"03abr13",0.540
"04abr13",0.540
"05abr13",0.534
"06abr13","-"
"07abr13","-"
"08abr13",0.534
"09abr13",0.536
"10abr13",0.537
"11abr13",0.536
"12abr13",0.534
"13abr13","-"
"14abr13","-"
"15abr13",0.533
"16abr13",0.530
"17abr13",0.531
"18abr13",0.526
"19abr13",0.526
"20abr13","-"
"21abr13","-"
"22abr13",0.525
"23abr13",0.520
"24abr13",0.518
"25abr13",0.515
"26abr13",0.515
"27abr13","-"
"28abr13","-"
"29abr13",0.513
"30abr13",0.510
"01may13","-"
"02may13",0.510
"03may13",0.493
"04may13","-"
"05may13","-"
"06may13",0.490
"07may13",0.490
"08may13",0.491
"09may13",0.488
"10may13",0.489
"11may13","-"
"12may13","-"
"13may13",0.490
"14may13",0.491
"15may13",0.491
"16may13",0.486
"17may13",0.479
"18may13","-"
"19may13","-"
"20may13",0.477
"21may13",0.475
"22may13",0.475
"23may13",0.473
"24may13",0.474
"25may13","-"
"26may13","-"
"27may13",0.474
"28may13",0.473
"29may13",0.476
"30may13",0.480
"31may13",0.478
"01jun13","-"
"02jun13","-"
"03jun13",0.478
"04jun13",0.482
"05jun13",0.481
"06jun13",0.480
"07jun13",0.490
"08jun13","-"
"09jun13","-"
"10jun13",0.495
"11jun13",0.502
"12jun13",0.504
"13jun13",0.504
"14jun13",0.504
"15jun13","-"
"16jun13","-"
"17jun13",0.501
"18jun13",0.503
"19jun13",0.506
"20jun13",0.516
"21jun13",0.524
"22jun13","-"
"23jun13","-"
"24jun13",0.535
"25jun13",0.541
"26jun13",0.539
"27jun13",0.529
"28jun13",0.527
"29jun13","-"
"30jun13","-"
"01jul13",0.534
"02jul13",0.534
"03jul13",0.534
"04jul13",0.534
"05jul13",0.519
"06jul13","-"
"07jul13","-"
"08jul13",0.513
"09jul13",0.510
"10jul13",0.512
"11jul13",0.517
"12jul13",0.519
"13jul13","-"
"14jul13","-"
"15jul13",0.522
"16jul13",0.522
"17jul13",0.521
"18jul13",0.515
"19jul13",0.515
"20jul13","-"
"21jul13","-"
"22jul13",0.520
"23jul13",0.530
"24jul13",0.535
"25jul13",0.537
"26jul13",0.535
"27jul13","-"
"28jul13","-"
"29jul13",0.535
"30jul13",0.535
"31jul13",0.536
"01ago13",0.531
"02ago13",0.536
"03ago13","-"
"04ago13","-"
"05ago13",0.535
"06ago13",0.536
"07ago13",0.536
"08ago13",0.537
"09ago13",0.538
"10ago13","-"
"11ago13","-"
"12ago13",0.536
"13ago13",0.537
"14ago13",0.544
"15ago13",0.543
"16ago13",0.546
"17ago13","-"
"18ago13","-"
"19ago13",0.545
"20ago13",0.544
"21ago13",0.544
"22ago13",0.549
"23ago13",0.552
"24ago13","-"
"25ago13","-"
"26ago13",0.553
"27ago13",0.550
"28ago13",0.547
"29ago13",0.547
"30ago13",0.545
"31ago13","-"
