"DOCUMENTACIÓN","Tipo de interés. UEM. Mercado monetario. Euríbor. A 12 meses"
"UNIDADES","Porcentaje"
"FRECUENCIA","Diaria"
"CÓDIGO DE IDENTIFICACIÓN","D_DNBAF172"
"NÚMERO SECUENCIAL","-"
"ALIAS","-"
"CÓDIGO DE UNIDADES","Porcentaje"
"03mar21",-0.482
"04mar21",-0.486
"05mar21",-0.487
"06mar21","-"
"07mar21","-"
"08mar21",-0.483
"09mar21",-0.488
"10mar21",-0.487
"11mar21",-0.486
"12mar21",-0.483
"13mar21","-"
"14mar21","-"
"15mar21",-0.482
"16mar21",-0.491
"17mar21",-0.485
"18mar21",-0.487
"19mar21",-0.483
"20mar21","-"
"21mar21","-"
"22mar21",-0.491
"23mar21",-0.493
"24mar21",-0.493
"25mar21",-0.487
"26mar21",-0.489
"27mar21","-"
"28mar21","-"
"29mar21",-0.488
"30mar21",-0.494
"31mar21",-0.484
"01abr21",-0.488
"02abr21","-"
"03abr21","-"
"04abr21","-"
"05abr21","-"
"06abr21",-0.496
"07abr21",-0.492
"08abr21",-0.493
"09abr21",-0.497
"10abr21","-"
"11abr21","-"
"12abr21",-0.490
"13abr21",-0.493
"14abr21",-0.482
"15abr21",-0.478
"16abr21",-0.478
"17abr21","-"
"18abr21","-"
"19abr21",-0.478
"20abr21",-0.473
"21abr21",-0.476
"22abr21",-0.476
"23abr21",-0.476
"24abr21","-"
"25abr21","-"
"26abr21",-0.477
"27abr21",-0.484
"28abr21",-0.483
"29abr21",-0.479
"30abr21",-0.481
"01may21","-"
"02may21","-"
"03may21",-0.486
"04may21",-0.483
"05may21",-0.483
"06may21",-0.483
"07may21",-0.483
"08may21","-"
"09may21","-"
"10may21",-0.482
"11may21",-0.481
"12may21",-0.480
"13may21",-0.482
"14may21",-0.478
"15may21","-"
"16may21","-"
"17may21",-0.478
"18may21",-0.476
"19may21",-0.479
"20may21",-0.482
"21may21",-0.479
"22may21","-"
"23may21","-"
"24may21",-0.478
"25may21",-0.476
"26may21",-0.480
"27may21",-0.480
"28may21",-0.481
"29may21","-"
"30may21","-"
"31may21",-0.483
"01jun21",-0.487
"02jun21",-0.485
"03jun21",-0.485
"04jun21",-0.486
"05jun21","-"
"06jun21","-"
"07jun21",-0.486
"08jun21",-0.488
"09jun21",-0.485
"10jun21",-0.488
"11jun21",-0.489
"12jun21","-"
"13jun21","-"
"14jun21",-0.488
"15jun21",-0.488
"16jun21",-0.485
"17jun21",-0.486
"18jun21",-0.485
"19jun21","-"
"20jun21","-"
"21jun21",-0.480
"22jun21",-0.477
"23jun21",-0.478
"24jun21",-0.478
"25jun21",-0.478
"26jun21","-"
"27jun21","-"
"28jun21",-0.480
"29jun21",-0.480
"30jun21",-0.483
"01jul21",-0.485
"02jul21",-0.485
"03jul21","-"
"04jul21","-"
"05jul21",-0.488
"06jul21",-0.489
"07jul21",-0.491
"08jul21",-0.493
"09jul21",-0.494
"10jul21","-"
"11jul21","-"
"12jul21",-0.493
"13jul21",-0.490
"14jul21",-0.488
"15jul21",-0.487
"16jul21",-0.488
"17jul21","-"
"18jul21","-"
"19jul21",-0.488
"20jul21",-0.486
"21jul21",-0.484
"22jul21",-0.485
"23jul21",-0.493
"24jul21","-"
"25jul21","-"
"26jul21",-0.493
"27jul21",-0.494
"28jul21",-0.498
"29jul21",-0.502
"30jul21",-0.502
"31jul21","-"
"01ago21","-"
"02ago21",-0.502
"03ago21",-0.505
"04ago21",-0.502
"05ago21",-0.504
"06ago21",-0.501
"07ago21","-"
"08ago21","-"
"09ago21",-0.502
"10ago21",-0.498
"11ago21",-0.498
"12ago21",-0.497
"13ago21",-0.496
"14ago21","-"
"15ago21","-"
"16ago21",-0.493
"17ago21",-0.491
"18ago21",-0.493
"19ago21",-0.494
"20ago21",-0.494
"21ago21","-"
"22ago21","-"
"23ago21",-0.494
"24ago21",-0.495
"25ago21",-0.498
"26ago21",-0.501
"27ago21",-0.502
"28ago21","-"
"29ago21","-"
"30ago21",-0.500
"31ago21",-0.501
"01sep21",-0.496
"02sep21",-0.499
"03sep21",-0.500
"04sep21","-"
"05sep21","-"
"06sep21",-0.500
"07sep21",-0.496
"08sep21",-0.494
"09sep21",-0.489
"10sep21",-0.495
"11sep21","-"
"12sep21","-"
"13sep21",-0.489
"14sep21",-0.488
"15sep21",-0.488
"16sep21",-0.493
"17sep21",-0.490
"18sep21","-"
"19sep21","-"
"20sep21",-0.489
"21sep21",-0.497
"22sep21",-0.491
"23sep21",-0.495
"24sep21",-0.488
"25sep21","-"
"26sep21","-"
"27sep21",-0.486
"28sep21",-0.489
"29sep21",-0.491
"30sep21",-0.488
"01oct21",-0.488
"02oct21","-"
"03oct21","-"
"04oct21",-0.488
"05oct21",-0.491
"06oct21",-0.487
"07oct21",-0.482
"08oct21",-0.482
"09oct21","-"
"10oct21","-"
"11oct21",-0.480
"12oct21",-0.476
"13oct21",-0.473
"14oct21",-0.473
"15oct21",-0.483
"16oct21","-"
"17oct21","-"
"18oct21",-0.480
"19oct21",-0.467
"20oct21",-0.468
"21oct21",-0.477
"22oct21",-0.471
"23oct21","-"
"24oct21","-"
"25oct21",-0.471
"26oct21",-0.474
"27oct21",-0.473
"28oct21",-0.473
"29oct21",-0.455
"30oct21","-"
"31oct21","-"
"01nov21",-0.443
"02nov21",-0.461
"03nov21",-0.482
"04nov21",-0.478
"05nov21",-0.495
"06nov21","-"
"07nov21","-"
"08nov21",-0.501
"09nov21",-0.498
"10nov21",-0.496
"11nov21",-0.478
"12nov21",-0.473
"13nov21","-"
"14nov21","-"
"15nov21",-0.480
"16nov21",-0.484
"17nov21",-0.489
"18nov21",-0.488
"19nov21",-0.490
"20nov21","-"
"21nov21","-"
"22nov21",-0.495
"23nov21",-0.491
"24nov21",-0.491
"25nov21",-0.498
"26nov21",-0.494
"27nov21","-"
"28nov21","-"
"29nov21",-0.504
"30nov21",-0.505
"01dic21",-0.505
"02dic21",-0.498
"03dic21",-0.500
"04dic21","-"
"05dic21","-"
"06dic21",-0.499
"07dic21",-0.499
"08dic21",-0.498
"09dic21",-0.497
"10dic21",-0.498
"11dic21","-"
"12dic21","-"
"13dic21",-0.504
"14dic21",-0.508
"15dic21",-0.508
"16dic21",-0.508
"17dic21",-0.511
"18dic21","-"
"19dic21","-"
"20dic21",-0.518
"21dic21",-0.515
"22dic21",-0.505
"23dic21",-0.499
"24dic21",-0.494
"25dic21","-"
"26dic21","-"
"27dic21",-0.495
"28dic21",-0.495
"29dic21",-0.492
"30dic21",-0.498
"31dic21",-0.501
"01ene22","-"
"02ene22","-"
"03ene22",-0.499
"04ene22",-0.498
"05ene22",-0.500
"06ene22",-0.496
"07ene22",-0.493
"08ene22","-"
"09ene22","-"
"10ene22",-0.489
"11ene22",-0.490
"12ene22",-0.475
"13ene22",-0.483
"14ene22",-0.483
"15ene22","-"
"16ene22","-"
"17ene22",-0.470
"18ene22",-0.468
"19ene22",-0.468
"20ene22",-0.460
"21ene22",-0.462
"22ene22","-"
"23ene22","-"
"24ene22",-0.463
"25ene22",-0.467
"26ene22",-0.468
"27ene22",-0.466
"28ene22",-0.459
"29ene22","-"
"30ene22","-"
"31ene22",-0.453
"01feb22",-0.431
"02feb22",-0.429
"03feb22",-0.423
"04feb22",-0.346
"05feb22","-"
"06feb22","-"
"07feb22",-0.310
"08feb22",-0.313
"09feb22",-0.313
"10feb22",-0.325
"11feb22",-0.298
"12feb22","-"
"13feb22","-"
"14feb22",-0.283
"15feb22",-0.285
"16feb22",-0.286
"17feb22",-0.313
"18feb22",-0.329
"19feb22","-"
"20feb22","-"
"21feb22",-0.332
"22feb22",-0.337
"23feb22",-0.332
"24feb22",-0.323
"25feb22",-0.348
"26feb22","-"
"27feb22","-"
"28feb22",-0.349
"01mar22",-0.363
"02mar22",-0.398
"03mar22",-0.377
"04mar22",-0.359
"05mar22","-"
"06mar22","-"
"07mar22",-0.352
"08mar22",-0.328
"09mar22",-0.308
"10mar22",-0.293
"11mar22",-0.268
"12mar22","-"
"13mar22","-"
"14mar22",-0.258
"15mar22",-0.237
"16mar22",-0.232
"17mar22",-0.216
"18mar22",-0.207
"19mar22","-"
"20mar22","-"
"21mar22",-0.203
"22mar22",-0.186
"23mar22",-0.165
"24mar22",-0.160
"25mar22",-0.142
"26mar22","-"
"27mar22","-"
"28mar22",-0.127
"29mar22",-0.105
"30mar22",-0.103
"31mar22",-0.073
"01abr22",-0.086
"02abr22","-"
"03abr22","-"
"04abr22",-0.083
"05abr22",-0.093
"06abr22",-0.063
"07abr22",-0.058
"08abr22",-0.048
"09abr22","-"
"10abr22","-"
"11abr22",-0.030
"12abr22",0.005
"13abr22",-0.014
"14abr22",0.003
"15abr22","-"
"16abr22","-"
"17abr22","-"
"18abr22","-"
"19abr22",-0.010
"20abr22",-0.014
"21abr22",0.017
"22abr22",0.084
"23abr22","-"
"24abr22","-"
"25abr22",0.134
"26abr22",0.111
"27abr22",0.109
"28abr22",0.118
"29abr22",0.166
"30abr22","-"
"01may22","-"
"02may22",0.213
"03may22",0.225
"04may22",0.234
"05may22",0.253
"06may22",0.246
"07may22","-"
"08may22","-"
"09may22",0.263
"10may22",0.236
"11may22",0.227
"12may22",0.230
"13may22",0.182
"14may22","-"
"15may22","-"
"16may22",0.206
"17may22",0.240
"18may22",0.313
"19may22",0.344
"20may22",0.353
"21may22","-"
"22may22","-"
"23may22",0.348
"24may22",0.364
"25may22",0.359
"26may22",0.360
"27may22",0.358
"28may22","-"
"29may22","-"
"30may22",0.361
"31may22",0.390
"01jun22",0.417
"02jun22",0.450
"03jun22",0.486
"04jun22","-"
"05jun22","-"
"06jun22",0.521
"07jun22",0.561
"08jun22",0.569
"09jun22",0.614
"10jun22",0.680
"11jun22","-"
"12jun22","-"
"13jun22",0.792
"14jun22",0.957
"15jun22",1.067
"16jun22",1.058
"17jun22",1.124
"18jun22","-"
"19jun22","-"
"20jun22",1.091
"21jun22",1.115
"22jun22",1.108
"23jun22",1.089
"24jun22",0.975
"25jun22","-"
"26jun22","-"
"27jun22",0.948
"28jun22",1.022
"29jun22",1.068
"30jun22",1.037
"01jul22",0.961
"02jul22","-"
"03jul22","-"
"04jul22",0.897
"05jul22",0.939
"06jul22",0.839
"07jul22",0.821
"08jul22",0.972
"09jul22","-"
"10jul22","-"
"11jul22",0.969
"12jul22",0.926
"13jul22",0.865
"14jul22",0.952
"15jul22",1.057
"16jul22","-"
"17jul22","-"
"18jul22",1.015
"19jul22",1.052
"20jul22",1.164
"21jul22",1.142
"22jul22",1.200
"23jul22","-"
"24jul22","-"
"25jul22",1.040
"26jul22",1.033
"27jul22",1.013
"28jul22",1.044
"29jul22",0.921
"30jul22","-"
"31jul22","-"
"01ago22",0.942
"02ago22",0.926
"03ago22",0.963
"04ago22",1.014
"05ago22",1.023
"06ago22","-"
"07ago22","-"
"08ago22",1.110
"09ago22",1.113
"10ago22",1.152
"11ago22",1.141
"12ago22",1.163
"13ago22","-"
"14ago22","-"
"15ago22",1.158
"16ago22",1.118
"17ago22",1.146
"18ago22",1.229
"19ago22",1.258
"20ago22","-"
"21ago22","-"
"22ago22",1.344
"23ago22",1.398
"24ago22",1.427
"25ago22",1.483
"26ago22",1.482
"27ago22","-"
"28ago22","-"
"29ago22",1.612
"30ago22",1.758
"31ago22",1.778
"01sep22",1.851
"02sep22",1.896
"03sep22","-"
"04sep22","-"
"05sep22",1.874
"06sep22",1.921
"07sep22",1.913
"08sep22",1.903
"09sep22",2.015
"10sep22","-"
"11sep22","-"
"12sep22",2.075
"13sep22",2.102
"14sep22",2.156
"15sep22",2.223
"16sep22",2.263
"17sep22","-"
"18sep22","-"
"19sep22",2.295
"20sep22",2.338
"21sep22",2.416
"22sep22",2.442
"23sep22",2.500
"24sep22","-"
"25sep22","-"
"26sep22",2.563
"27sep22",2.625
"28sep22",2.621
"29sep22",2.578
"30sep22",2.556
"01oct22","-"
"02oct22","-"
"03oct22",2.500
"04oct22",2.410
"05oct22",2.363
"06oct22",2.470
"07oct22",2.552
"08oct22","-"
"09oct22","-"
"10oct22",2.639
"11oct22",2.693
"12oct22",2.659
"13oct22",2.661
"14oct22",2.677
"15oct22","-"
"16oct22","-"
"17oct22",2.679
"18oct22",2.698
"19oct22",2.684
"20oct22",2.733
"21oct22",2.778
"22oct22","-"
"23oct22","-"
"24oct22",2.738
"25oct22",2.725
"26oct22",2.690
"27oct22",2.671
"28oct22",2.567
"29oct22","-"
"30oct22","-"
"31oct22",2.630
"01nov22",2.686
"02nov22",2.673
"03nov22",2.735
"04nov22",2.794
"05nov22","-"
"06nov22","-"
"07nov22",2.820
"08nov22",2.846
"09nov22",2.874
"10nov22",2.862
"11nov22",2.811
"12nov22","-"
"13nov22","-"
"14nov22",2.867
"15nov22",2.852
"16nov22",2.843
"17nov22",2.834
"18nov22",2.837
"19nov22","-"
"20nov22","-"
"21nov22",2.835
"22nov22",2.847
"23nov22",2.854
"24nov22",2.879
"25nov22",2.860
"26nov22","-"
"27nov22","-"
"28nov22",2.892
"29nov22",2.892
"30nov22",2.830
"01dic22",2.842
"02dic22",2.811
"03dic22","-"
"04dic22","-"
"05dic22",2.841
"06dic22",2.870
"07dic22",2.864
"08dic22",2.858
"09dic22",2.861
"10dic22","-"
"11dic22","-"
"12dic22",2.880
"13dic22",2.873
"14dic22",2.871
"15dic22",2.867
"16dic22",2.993
"17dic22","-"
"18dic22","-"
"19dic22",3.057
"20dic22",3.118
"21dic22",3.176
"22dic22",3.192
"23dic22",3.238
"24dic22","-"
"25dic22","-"
"26dic22","-"
"27dic22",3.265
"28dic22",3.325
"29dic22",3.288
"30dic22",3.291
"31dic22","-"
"01ene23","-"
"02ene23",3.316
"03ene23",3.321
"04ene23",3.312
"05ene23",3.303
"06ene23",3.328
"07ene23","-"
"08ene23","-"
"09ene23",3.328
"10ene23",3.338
"11ene23",3.370
"12ene23",3.325
"13ene23",3.315
"14ene23","-"
"15ene23","-"
"16ene23",3.332
"17ene23",3.339
"18ene23",3.311
"19ene23",3.300
"20ene23",3.327
"21ene23","-"
"22ene23","-"
"23ene23",3.345
"24ene23",3.353
"25ene23",3.363
"26ene23",3.352
"27ene23",3.356
"28ene23","-"
"29ene23","-"
"30ene23",3.368
"31ene23",3.413
"01feb23",3.414
"02feb23",3.446
"03feb23",3.374
"04feb23","-"
"05feb23","-"
"06feb23",3.401
"07feb23",3.435
"08feb23",3.451
"09feb23",3.486
"10feb23",3.465
"11feb23","-"
"12feb23","-"
"13feb23",3.510
"14feb23",3.518
"15feb23",3.542
"16feb23",3.567
"17feb23",3.572
"18feb23","-"
"19feb23","-"
"20feb23",3.579
"21feb23",3.578
"22feb23",3.625
"23feb23",3.642
"24feb23",3.662
"25feb23","-"
"26feb23","-"
"27feb23",3.680
"28feb23",3.725
"01mar23",3.745
"02mar23",3.821
"03mar23",3.826
"04mar23","-"
"05mar23","-"
"06mar23",3.859
"07mar23",3.908
"08mar23",3.944
"09mar23",3.978
"10mar23",3.953
"11mar23","-"
"12mar23","-"
"13mar23",3.858
"14mar23",3.509
"15mar23",3.662
"16mar23",3.359
"17mar23",3.380
"18mar23","-"
"19mar23","-"
"20mar23",3.395
"21mar23",3.322
"22mar23",3.468
"23mar23",3.578
"24mar23",3.533
"25mar23","-"
"26mar23","-"
"27mar23",3.469
"28mar23",3.542
"29mar23",3.573
"30mar23",3.568
"31mar23",3.622
"01abr23","-"
"02abr23","-"
"03abr23",3.651
"04abr23",3.638
"05abr23",3.628
"06abr23",3.578
"07abr23","-"
"08abr23","-"
"09abr23","-"
"10abr23","-"
"11abr23",3.582
"12abr23",3.654
"13abr23",3.718
"14abr23",3.723
"15abr23","-"
"16abr23","-"
"17abr23",3.764
"18abr23",3.793
"19abr23",3.825
"20abr23",3.855
"21abr23",3.854
"22abr23","-"
"23abr23","-"
"24abr23",3.865
"25abr23",3.900
"26abr23",3.858
"27abr23",3.852
"28abr23",3.880
"29abr23","-"
"30abr23","-"
"01may23","-"
"02may23",3.822
"03may23",3.843
"04may23",3.843
"05may23",3.770
"06may23","-"
"07may23","-"
"08may23",3.790
"09may23",3.804
"10may23",3.808
"11may23",3.795
"12may23",3.799
"13may23","-"
"14may23","-"
"15may23",3.805
"16may23",3.807
"17may23",3.834
"18may23",3.858
"19may23",3.878
"20may23","-"
"21may23","-"
"22may23",3.893
"23may23",3.904
"24may23",3.932
"25may23",3.943
"26may23",3.955
"27may23","-"
"28may23","-"
"29may23",3.982
"30may23",3.965
"31may23",3.939
"01jun23",3.875
"02jun23",3.875
"03jun23","-"
"04jun23","-"
"05jun23",3.884
"06jun23",3.914
"07jun23",3.923
"08jun23",3.936
"09jun23",3.928
"10jun23","-"
"11jun23","-"
"12jun23",3.938
"13jun23",3.942
"14jun23",3.944
"15jun23",3.965
"16jun23",4.020
"17jun23","-"
"18jun23","-"
"19jun23",4.046
"20jun23",4.082
"21jun23",4.088
"22jun23",4.111
"23jun23",4.147
"24jun23","-"
"25jun23","-"
"26jun23",4.092
"27jun23",4.094
"28jun23",4.119
"29jun23",4.103
"30jun23",4.134
"01jul23","-"
"02jul23","-"
"03jul23",4.145
"04jul23",4.164
"05jul23",4.165
"06jul23",4.155
"07jul23",4.193
"08jul23","-"
"09jul23","-"
"10jul23",4.190
"11jul23",4.184
"12jul23",4.191
"13jul23",4.174
"14jul23",4.134
"15jul23","-"
"16jul23","-"
"17jul23",4.150
"18jul23",4.160
"19jul23",4.121
"20jul23",4.141
"21jul23",4.162
"22jul23","-"
"23jul23","-"
"24jul23",4.158
"25jul23",4.114
"26jul23",4.114
"27jul23",4.140
"28jul23",4.111
"29jul23","-"
"30jul23","-"
"31jul23",4.064
"01ago23",4.076
"02ago23",4.081
"03ago23",4.052
"04ago23",4.045
"05ago23","-"
"06ago23","-"
"07ago23",4.055
"08ago23",4.065
"09ago23",4.053
"10ago23",4.052
"11ago23",4.056
"12ago23","-"
"13ago23","-"
"14ago23",4.076
"15ago23",4.091
"16ago23",4.116
"17ago23",4.095
"18ago23",4.091
"19ago23","-"
"20ago23","-"
"21ago23",4.082
"22ago23",4.106
"23ago23",4.082
"24ago23",4.048
"25ago23",4.045
"26ago23","-"
"27ago23","-"
"28ago23",4.070
"29ago23",4.074
"30ago23",4.065
"31ago23",4.102
"01sep23",4.055
"02sep23","-"
"03sep23","-"
"04sep23",4.049
"05sep23",4.068
"06sep23",4.051
"07sep23",4.078
"08sep23",4.086
"09sep23","-"
"10sep23","-"
"11sep23",4.081
"12sep23",4.103
"13sep23",4.112
"14sep23",4.159
"15sep23",4.169
"16sep23","-"
"17sep23","-"
"18sep23",4.191
"19sep23",4.216
"20sep23",4.222
"21sep23",4.224
"22sep23",4.213
"23sep23","-"
"24sep23","-"
"25sep23",4.208
"26sep23",4.199
"27sep23",4.200
"28sep23",4.221
"29sep23",4.228
"30sep23","-"
"01oct23","-"
"02oct23",4.198
"03oct23",4.208
"04oct23",4.212
"05oct23",4.212
"06oct23",4.194
"07oct23","-"
"08oct23","-"
"09oct23",4.187
"10oct23",4.155
"11oct23",4.145
"12oct23",4.162
"13oct23",4.171
"14oct23","-"
"15oct23","-"
"16oct23",4.172
"17oct23",4.160
"18oct23",4.196
"19oct23",4.184
"20oct23",4.185
"21oct23","-"
"22oct23","-"
"23oct23",4.145
"24oct23",4.154
"25oct23",4.118
"26oct23",4.128
"27oct23",4.104
"28oct23","-"
"29oct23","-"
"30oct23",4.078
"31oct23",4.052
"01nov23",4.044
"02nov23",4.012
"03nov23",4.004
"04nov23","-"
"05nov23","-"
"06nov23",4.022
"07nov23",4.028
"08nov23",4.027
"09nov23",4.028
"10nov23",4.040
"11nov23","-"
"12nov23","-"
"13nov23",4.040
"14nov23",4.064
"15nov23",4.028
"16nov23",4.033
"17nov23",3.991
"18nov23","-"
"19nov23","-"
"20nov23",4.015
"21nov23",4.023
"22nov23",4.016
"23nov23",4.034
"24nov23",4.056
"25nov23","-"
"26nov23","-"
"27nov23",4.057
"28nov23",4.015
"29nov23",3.983
"30nov23",3.926
"01dic23",3.902
"02dic23","-"
"03dic23","-"
"04dic23",3.794
"05dic23",3.785
"06dic23",3.728
"07dic23",3.727
"08dic23",3.725
"09dic23","-"
"10dic23","-"
"11dic23",3.751
"12dic23",3.754
"13dic23",3.758
"14dic23",3.719
"15dic23",3.644
"16dic23","-"
"17dic23","-"
"18dic23",3.613
"19dic23",3.635
"20dic23",3.602
"21dic23",3.582
"22dic23",3.581
"23dic23","-"
"24dic23","-"
"25dic23","-"
"26dic23","-"
"27dic23",3.554
"28dic23",3.536
"29dic23",3.513
"30dic23","-"
"31dic23","-"
"01ene24","-"
"02ene24",3.532
"03ene24",3.545
"04ene24",3.544
"05ene24",3.584
"06ene24","-"
"07ene24","-"
"08ene24",3.616
"09ene24",3.601
"10ene24",3.635
"11ene24",3.654
"12ene24",3.636
"13ene24","-"
"14ene24","-"
"15ene24",3.570
"16ene24",3.596
"17ene24",3.596
"18ene24",3.660
"19ene24",3.655
"20ene24","-"
"21ene24","-"
"22ene24",3.672
"23ene24",3.665
"24ene24",3.676
"25ene24",3.662
"26ene24",3.597
"27ene24","-"
"28ene24","-"
"29ene24",3.582
"30ene24",3.553
"31ene24",3.572
"01feb24",3.505
"02feb24",3.537
"03feb24","-"
"04feb24","-"
"05feb24",3.633
"06feb24",3.667
"07feb24",3.656
"08feb24",3.640
"09feb24",3.658
"10feb24","-"
"11feb24","-"
"12feb24",3.678
"13feb24",3.655
"14feb24",3.692
"15feb24",3.662
"16feb24",3.648
"17feb24","-"
"18feb24","-"
"19feb24",3.670
"20feb24",3.686
"21feb24",3.695
"22feb24",3.697
"23feb24",3.738
"24feb24","-"
"25feb24","-"
"26feb24",3.732
"27feb24",3.735
"28feb24",3.748
"29feb24",3.749
"01mar24",3.744
"02mar24","-"
"03mar24","-"
"04mar24",3.732
"05mar24",3.751
"06mar24",3.748
"07mar24",3.746
"08mar24",3.745
"09mar24","-"
"10mar24","-"
"11mar24",3.703
"12mar24",3.712
"13mar24",3.702
"14mar24",3.701
"15mar24",3.709
"16mar24","-"
"17mar24","-"
"18mar24",3.750
"19mar24",3.756
"20mar24",3.755
"21mar24",3.735
"22mar24",3.682
"23mar24","-"
"24mar24","-"
"25mar24",3.658
"26mar24",3.675
"27mar24",3.684
"28mar24",3.669
"29mar24","-"
"30mar24","-"
"31mar24","-"
"01abr24","-"
"02abr24",3.664
"03abr24",3.648
"04abr24",3.663
"05abr24",3.656
"06abr24","-"
"07abr24","-"
"08abr24",3.673
"09abr24",3.695
"10abr24",3.689
"11abr24",3.729
"12abr24",3.748
"13abr24","-"
"14abr24","-"
"15abr24",3.693
"16abr24",3.702
"17abr24",3.720
"18abr24",3.731
"19abr24",3.732
"20abr24","-"
"21abr24","-"
"22abr24",3.734
"23abr24",3.718
"24abr24",3.701
"25abr24",3.728
"26abr24",3.724
"27abr24","-"
"28abr24","-"
"29abr24",3.726
"30abr24",3.696
"01may24","-"
"02may24",3.728
"03may24",3.693
"04may24","-"
"05may24","-"
"06may24",3.658
"07may24",3.647
"08may24",3.642
"09may24",3.628
"10may24",3.629
"11may24","-"
"12may24","-"
"13may24",3.654
"14may24",3.638
"15may24",3.679
"16may24",3.650
"17may24",3.645
"18may24","-"
"19may24","-"
"20may24",3.673
"21may24",3.680
"22may24",3.670
"23may24",3.702
"24may24",3.729
"25may24","-"
"26may24","-"
"27may24",3.740
"28may24",3.722
"29may24",3.716
"30may24",3.729
"31may24",3.711
"01jun24","-"
"02jun24","-"
"03jun24",3.722
"04jun24",3.715
"05jun24",3.690
"06jun24",3.684
"07jun24",3.701
"08jun24","-"
"09jun24","-"
"10jun24",3.725
"11jun24",3.728
"12jun24",3.719
"13jun24",3.678
"14jun24",3.672
"15jun24","-"
"16jun24","-"
"17jun24",3.628
"18jun24",3.600
"19jun24",3.613
"20jun24",3.608
"21jun24",3.622
"22jun24","-"
"23jun24","-"
"24jun24",3.580
"25jun24",3.578
"26jun24",3.576
"27jun24",3.575
"28jun24",3.578
"29jun24","-"
"30jun24","-"
"01jul24",3.567
"02jul24",3.589
"03jul24",3.596
"04jul24",3.592
"05jul24",3.588
"06jul24","-"
"07jul24","-"
"08jul24",3.599
"09jul24",3.593
"10jul24",3.602
"11jul24",3.595
"12jul24",3.564
"13jul24","-"
"14jul24","-"
"15jul24",3.522
"16jul24",3.506
"17jul24",3.503
"18jul24",3.503
"19jul24",3.502
"20jul24","-"
"21jul24","-"
"22jul24",3.511
"23jul24",3.508
"24jul24",3.528
"25jul24",3.481
"26jul24",3.426
"27jul24","-"
"28jul24","-"
"29jul24",3.425
"30jul24",3.406
"31jul24",3.390
"01ago24",3.349
"02ago24",3.320
"03ago24","-"
"04ago24","-"
"05ago24",3.238
"06ago24",3.138
"07ago24",3.192
"08ago24",3.202
"09ago24",3.176
"10ago24","-"
"11ago24","-"
"12ago24",3.191
"13ago24",3.180
"14ago24",3.148
"15ago24",3.117
"16ago24",3.139
"17ago24","-"
"18ago24","-"
"19ago24",3.183
"20ago24",3.159
"21ago24",3.162
"22ago24",3.133
"23ago24",3.102
"24ago24","-"
"25ago24","-"
"26ago24",3.116
"27ago24",3.095
"28ago24",3.119
"29ago24",3.108
"30ago24",3.088
"31ago24","-"
"01sep24","-"
"02sep24",3.072
"03sep24",3.113
"04sep24",3.094
"05sep24",3.053
"06sep24",3.025
"07sep24","-"
"08sep24","-"
"09sep24",2.986
"10sep24",2.970
"11sep24",2.960
"12sep24",2.929
"13sep24",2.948
"14sep24","-"
"15sep24","-"
"16sep24",2.975
"17sep24",2.948
"18sep24",2.921
"19sep24",2.936
"20sep24",2.918
"21sep24","-"
"22sep24","-"
"23sep24",2.902
"24sep24",2.858
"25sep24",2.776
"26sep24",2.755
"27sep24",2.771
"28sep24","-"
"29sep24","-"
"30sep24",2.747
"01oct24",2.749
"02oct24",2.745
"03oct24",2.712
"04oct24",2.688
"05oct24","-"
"06oct24","-"
"07oct24",2.712
"08oct24",2.798
"09oct24",2.792
"10oct24",2.791
"11oct24",2.822
"12oct24","-"
"13oct24","-"
"14oct24",2.799
"15oct24",2.766
"16oct24",2.743
"17oct24",2.717
"18oct24",2.709
"19oct24","-"
"20oct24","-"
"21oct24",2.630
"22oct24",2.622
"23oct24",2.674
"24oct24",2.614
"25oct24",2.565
"26oct24","-"
"27oct24","-"
"28oct24",2.580
"29oct24",2.577
"30oct24",2.548
"31oct24",2.547
"01nov24",2.629
"02nov24","-"
"03nov24","-"
"04nov24",2.619
"05nov24",2.630
"06nov24",2.642
"07nov24",2.563
"08nov24",2.534
"09nov24","-"
"10nov24","-"
"11nov24",2.528
"12nov24",2.502
"13nov24",2.495
"14nov24",2.494
"15nov24",2.475
"16nov24","-"
"17nov24","-"
"18nov24",2.432
"19nov24",2.448
"20nov24",2.465
"21nov24",2.491
"22nov24",2.489
"23nov24","-"
"24nov24","-"
"25nov24",2.416
"26nov24",2.393
"27nov24",2.448
"28nov24",2.463
"29nov24",2.461
"30nov24","-"
"01dic24","-"
"02dic24",2.431
"03dic24",2.356
"04dic24",2.348
"05dic24",2.388
"06dic24",2.399
"07dic24","-"
"08dic24","-"
"09dic24",2.450
"10dic24",2.439
"11dic24",2.429
"12dic24",2.421
"13dic24",2.405
"14dic24","-"
"15dic24","-"
"16dic24",2.443
"17dic24",2.474
"18dic24",2.474
"19dic24",2.469
"20dic24",2.484
"21dic24","-"
"22dic24","-"
"23dic24",2.461
"24dic24",2.471
"25dic24","-"
"26dic24","-"
"27dic24",2.465
"28dic24","-"
"29dic24","-"
"30dic24",2.454
"31dic24",2.460
"01ene25","-"
"02ene25",2.448
"03ene25",2.448
"04ene25","-"
"05ene25","-"
"06ene25",2.487
"07ene25",2.556
"08ene25",2.561
