fecha,morosidad,paro,paro_lag_12,euribor,inflacion_interanual,pred_morosidad_m1,pred_morosidad_m2
2019-11-01,5.0,13.78,14.45,-0.2719523809523809,0.4081731526228482,4.498923268361618,4.721414466340647
2019-12-01,4.79,13.78,14.45,-0.2613999999999999,0.7871716569537668,4.498923268361618,4.6270986548944
2020-01-01,4.85,14.41,14.7,-0.2534090909090909,1.0968425722806874,4.665737248120279,4.714141657900386
2020-02-01,4.82,14.41,14.7,-0.2880999999999999,0.731497418244409,4.665737248120279,4.80159686775352
2020-03-01,4.8,14.41,14.7,-0.2656363636363636,-0.0183742466558833,4.665737248120279,4.994327880662637
2020-04-01,4.75,15.33,14.02,-0.1082,-0.7167198243975936,4.2120032231767235,4.7464850470296565
2020-05-01,4.73,15.33,14.02,-0.08135,-0.9150437550684454,4.2120032231767235,4.800411061809952
2020-06-01,4.67,15.33,14.02,-0.1474545454545454,-0.3417270546036355,4.2120032231767235,4.646147361112649
2020-07-01,4.72,16.26,13.92,-0.2788695652173913,-0.6206484495982267,4.145277631273259,4.632416718827265
2020-08-01,4.74,16.26,13.92,-0.3589047619047619,-0.5185139998779897,4.145277631273259,4.595294620983175
2020-09-01,4.58,16.26,13.92,-0.4145909090909091,-0.3696699810894821,4.145277631273259,4.549803851679881
2020-10-01,4.57,16.13,13.78,-0.466,-0.8095698405026552,4.05186180260841,4.561794952089409
2020-11-01,4.57,16.13,13.78,-0.4806190476190476,-0.814234016887827,4.05186180260841,4.560909279328612
2020-12-01,4.51,16.13,13.78,-0.4966363636363636,-0.5311443746982114,4.05186180260841,4.487085484615034
2021-01-01,4.54,16.14,14.41,-0.5046999999999999,0.4571386775892305,4.472233031600234,4.649893233848124
2021-02-01,4.55,16.14,14.41,-0.50085,-0.0158662354305283,4.472233031600234,4.770006831444734
2021-03-01,4.51,16.14,14.41,-0.4867391304347826,1.3415665086190964,4.472233031600234,4.428857421764702
2021-04-01,4.53,15.39,15.33,-0.4835,2.22919822152734,5.086108477112103,4.809171626603952
2021-05-01,4.55,15.39,15.33,-0.4806190476190476,2.7167340556784048,5.086108477112103,4.686335435505652
2021-06-01,4.4,15.39,15.33,-0.4838636363636363,2.732247081712069,5.086108477112103,4.681955683614746
2021-07-01,4.39,14.71,16.26,-0.4907272727272727,2.880910897892086,5.7066564818143215,5.254212867303009
2021-08-01,4.43,14.71,16.26,-0.4982272727272727,3.3014471425067304,5.7066564818143215,5.146847198556767
2021-09-01,4.35,14.71,16.26,-0.4923181818181818,4.006759569934593,5.7066564818143215,4.969387433224215
2021-10-01,4.36,13.44,16.13,-0.4767619047619048,5.367279814837356,5.619913212339816,4.542280065237812
2021-11-01,4.29,13.44,16.13,-0.487,5.5165703861356,5.619913212339816,4.503095262896961
2021-12-01,4.29,13.44,16.13,-0.5019565217391304,6.549757281553381,5.619913212339816,4.23980589934545
2022-01-01,4.32,13.73,16.14,-0.4766666666666667,6.131760651400975,5.626585771530164,4.3556099494179
2022-02-01,4.31,13.73,16.14,-0.33525,7.623104904665423,5.626585771530164,3.998589370278108
2022-03-01,4.24,13.73,16.14,-0.2373913043478261,9.817931234585831,5.626585771530164,3.4575852417057935
2022-04-01,4.19,12.69,15.39,0.0130526315789473,8.343589069575707,5.126143832254182,3.3730660277741022
2022-05-01,4.18,12.69,15.39,0.286590909090909,8.72786518724653,5.126143832254182,3.3145588807565534
2022-06-01,3.88,12.69,15.39,0.8522272727272727,10.21577284079207,5.126143832254182,3.018321648018175
2022-07-01,3.85,12.73,14.71,0.9915238095238096,10.770423375074545,4.672409807310626,2.4511747818720178
2022-08-01,3.86,12.73,14.71,1.2494782608695651,10.54824769683731,4.672409807310626,2.5437702344657125
2022-09-01,3.79,12.73,14.71,2.233,8.872771799279434,4.672409807310626,3.1062175717514737
2022-10-01,3.77,12.99,13.44,2.629380952380952,7.265075841657431,3.824994790136631,2.7344934865835286
2022-11-01,3.68,12.99,13.44,2.8283181818181817,6.809511185901496,3.824994790136631,2.8777515215262968
2022-12-01,3.54,12.99,13.44,3.018142857142857,5.70748431039787,3.824994790136631,3.1831402700325313
2023-01-01,3.56,13.38,13.73,3.337045454545454,5.891836268008244,4.018499006656678,3.3720452098922147
